HGNC approved symbol,Product,Function,Protein complex,Target entity,HGNC approved name,UniProt ID (human),Pfam domains,UniProt ID (mouse),Modification
SMEK1,#,Histone modification erase cofactor,PPP4C-PPP4R2-PPP4R3A,H2AFX,"SMEK homolog 1, suppressor of mek1 (Dictyostelium)",P4R3A_HUMAN,"Pfam-B_1700 PB001700 381-501, Pfam-B_334 PB000334 506-611, SMK-1 PF04802 164-357",P4R3A_MOUSE,Histone phosphorylation
SMEK2,#,Histone modification erase cofactor,#,H2AFX,"SMEK homolog 2, suppressor of mek1 (Dictyostelium)",P4R3B_HUMAN,"Pfam-B_2986 PB002986 536-638, SMK-1 PF04802 166-359",P4R3B_MOUSE,Histone phosphorylation
SMYD1,H3K4me,Histone modification write,#,H3K4,SET and MYND domain containing 1,SMYD1_HUMAN,"SET PF00856 18-253, zf-MYND PF01753 52-90",SMYD1_MOUSE,Histone methylation
SMYD2,"H3K4me, H3K36me2",Histone modification write,#,"H3K4, H3K36",SET and MYND domain containing 2,SMYD2_HUMAN,"SET PF00856 18-241, zf-MYND PF01753 52-90",SMYD2_MOUSE,Histone methylation
SMYD3,"H3K4me2, H3K4me3, H3K5me2, H3K5me3",Histone modification write,#,"H3K4, H3K5",SET and MYND domain containing 3,SMYD3_HUMAN,"Pfam-B_27974 PB027974 391-422, SET PF00856 15-240, zf-MYND PF01753 47-87",SMYD3_MOUSE,Histone methylation
SMYD4,#,Histone modification erase cofactor,#,#,SET and MYND domain containing 4,SMYD4_HUMAN,"Pfam-B_24699 PB024699 740-795, Pfam-B_50317 PB050317 1-65, SET PF00856 244-574, TPR_11 PF13414 66-135, zf-MYND PF01753 296-335",SMYD4_MOUSE,Histone acetylation
SNAI2,#,Histone modification erase cofactor,#,#,snail family zinc finger 2,SNAI2_HUMAN,"zf-C2H2 PF00096 159-181, zf-C2H2_6 PF13912 127-153, zf-H2C2_2 PF13465 199-224 227-252",SNAI2_MOUSE,#
SP1,#,"Chromatin remodeling, TF",CREST-BRG1,DNA motif,Sp1 transcription factor,SP1_HUMAN,"Pfam-B_20467 PB020467 61-148, Pfam-B_7620 PB007620 371-482, zf-C2H2 PF00096 626-650 686-708, zf-H2C2_2 PF13465 672-695",SP1_MOUSE,"TF activator, TF repressor"
SP100,#,Chromatin remodeling cofactor,#,#,SP100 nuclear antigen,SP100_HUMAN,"HMG_box PF00505 769-837, HMG_box_2 PF09011 684-753, Pfam-B_182547 PB182547 845-873, Pfam-B_41802 PB041802 151-337, SAND PF01342 595-676, Sp100 PF03172 47-150",SP100_MOUSE,#
SP140,#,"Histone modification read, TF",#,H3,SP140 nuclear body protein,SP140_HUMAN,"Bromodomain PF00439 775-842, PHD PF00628 692-736, SAND PF01342 580-661, Sp100 PF03172 36-139",#,#
SPEN,#,"Histone modification erase cofactor, TF",#,#,spen family transcriptional repressor,MINT_HUMAN,"Pfam-B_1253 PB001253 981-1331, Pfam-B_17673 PB017673 621-899, Pfam-B_17985 PB017985 901-979, Pfam-B_2825 PB002825 1826-1859, RRM_1 PF00076 8-74 337-407 440-507, RRM_5 PF13893 533-587, SPOC PF07744 3509-3630",MINT_MOUSE,"Histone acetylation, TF activator, TF repressor"
SPOP,MacroH2A1ub,Histone modification write,#,MacroH2A1,speckle-type POZ protein,SPOP_HUMAN,"BTB PF00651 190-297, MATH PF00917 38-163",SPOP_MOUSE,Histone ubiquitination
SRCAP,#,"Chromatin remodeling, Histone modification erase","NuA4-related complex, SRCAP",H2A.Z,Snf2-related CREBBP activator protein,SRCAP_HUMAN,"HSA PF07529 125-196, Helicase_C PF00271 2077-2156, SNF2_N PF00176 621-907",#,Histone acetylation
SRRM4,#,RNA modification,#,mRNA,Serine/arginine repetitive matrix protein 4 (Medulloblastoma antigen MU-MB-2.76) (Neural-specific serine/arginine repetitive splicing factor of 100 kDa) (Neural-specific SR-related protein of 100 kDa) (nSR100),SRRM4_HUMAN,PF15230,SRRM4_MOUSE,Alternative splicing
SRSF1,#,RNA modification,#,#,serine/arginine-rich splicing factor 1,SRSF1_HUMAN,"Pfam-B_5206 PB005206 192-246, RRM_1 PF00076 18-85 123-186",SRSF1_MOUSE,#
SRSF10,#,RNA modification,#,mRNA,"Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",SRS10_HUMAN,PF00076,SRS10_MOUSE,Alternative splicing
SRSF12,#,RNA modification,#,mRNA,"Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein) (SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)",SRS12_HUMAN,PF00076,SRS12_MOUSE,Alternative splicing
SRSF3,#,RNA modification,#,#,serine/arginine-rich splicing factor 3,SRSF3_HUMAN,"Pfam-B_13909 PB013909 131-162, RRM_1 PF00076 12-77",SRSF3_MOUSE,#
SRSF6,#,RNA modification,#,mRNA,"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)",SRSF6_HUMAN,PF00076,SRSF6_MOUSE,Alternative splicing
SS18L1,#,Chromatin remodeling,CREST-BRG1,#,synovial sarcoma translocation gene on chromosome 18-like 1,CREST_HUMAN,"Pfam-B_16193 PB016193 365-394, Pfam-B_22298 PB022298 315-363, SSXT PF05030 11-76",CREST_MOUSE,#
SS18L2,#,Chromatin remodeling,#,#,synovial sarcoma translocation gene on chromosome 18-like 2,S18L2_HUMAN,SSXT PF05030 11-76,S18L2_MOUSE,#
SSRP1,#,Chromatin remodeling,FACT,"H3, H4",structure specific recognition protein 1,SSRP1_HUMAN,"HMG_box PF00505 547-615, Pfam-B_9245 PB009245 1-73, Rtt106 PF08512 338-428, SSrecog PF03531 74-285",SSRP1_MOUSE,#
STK4,H2BS14ph,Histone modification write,#,H2AS14,serine/threonine kinase 4,STK4_HUMAN,"Mst1_SARAH PF11629 432-480, Pfam-B_12195 PB012195 341-431, Pkinase PF00069 30-281",STK4_MOUSE,Histone phosphorylation
SUDS3,#,Histone modification erase cofactor,mSin3A,#,suppressor of defective silencing 3 homolog (S. cerevisiae),SDS3_HUMAN,Sds3 PF08598 53-223,SDS3_MOUSE,Histone acetylation
SUPT16H,#,Histone modification read,"WINAC, FACT","H2A, H2B",suppressor of Ty 16 homolog (S. cerevisiae),SP16H_HUMAN,"FACT-Spt16_Nlob PF14826 5-168, Peptidase_M24 PF00557 181-411, Pfam-B_18241 PB018241 958-1024, Rtt106 PF08512 806-896, SPT16 PF08644 529-689",SP16H_MOUSE,#
SUPT3H,#,Histone modification write cofactor,"PCAF, SAGA, STAGA",#,suppressor of Ty 3 homolog (S. cerevisiae),SUPT3_HUMAN,TFIID-18kDa PF02269 106-198,#,Histone acetylation
SUPT6H,#,Histone modification erase cofactor,#,#,suppressor of Ty 6 homolog (S. cerevisiae),SPT6H_HUMAN,"DLD PF14878 1050-1160, HHH_7 PF14635 935-1038, HTH_44 PF14641 300-437, Pfam-B_17741 PB017741 172-225, Pfam-B_27919 PB027919 129-149, S1 PF00575 1226-1282, SH2_2 PF14633 1295-1515, SPT6_acidic PF14632 35-128, YqgF PF14639 775-931",SPT6H_MOUSE,Histone methylation
SUPT7L,#,Histone chaperone,"TFTC-HAT, STAGA",#,suppressor of Ty 7 (S. cerevisiae)-like,ST65G_HUMAN,"Bromo_TP PF07524 151-230, Pfam-B_18361 PB018361 301-379, Pfam-B_18885 PB018885 1-69",ST65G_MOUSE,#
SUV39H1,H3K9me3,"Histone modification write, Histone modification write",eNoSc,"H3S10, H3K9me1, H4",suppressor of variegation 3-9 homolog 1 (Drosophila),SUV91_HUMAN,"Chromo PF00385 43-92, Pre-SET PF05033 135-235, SET PF00856 255-366",SUV91_MOUSE,"Histone methylation, Histone phosphorylation"
SUV39H2,H3K9me3,Histone modification write,#,H3K9me1,suppressor of variegation 3-9 homolog 2 (Drosophila),SUV92_HUMAN,"Chromo PF00385 47-96, Pre-SET PF05033 144-242, SET PF00856 262-373",SUV92_MOUSE,Histone methylation
SUV420H1,H4K20me3,Histone modification write,#,H4K20,suppressor of variegation 4-20 homolog 1 (Drosophila),SV421_HUMAN,"Pfam-B_23340 PB023340 771-839, Pfam-B_24134 PB024134 711-769, Pfam-B_32221 PB032221 551-609, Pfam-B_49669 PB049669 841-883, SET PF00856 99-308",SV421_MOUSE,Histone methylation
SUV420H2,H4K20me3,Histone modification write,#,H4K20,suppressor of variegation 4-20 homolog 2 (Drosophila),SV422_HUMAN,"Pfam-B_18005 PB018005 261-379, Pfam-B_59617 PB059617 1-39, Pfam-B_6511 PB006511 381-460, SET PF00856 121-218",SV422_MOUSE,Histone methylation
SUZ12,#,"Histone modification write cofactor, Histone modification write cofactor, Polycomb group (PcG) protein, TF",PRC2,DNA motif,SUZ12 polycomb repressive complex 2 subunit,SUZ12_HUMAN,VEFS-Box PF09733 544-681,SUZ12_MOUSE,"Histone methylation, Histone ubiquitination, TF repressor"
SYNCRIP,#,RNA modification,APOB_mRNA_editosome,mRNA,"synaptotagmin binding, cytoplasmic RNA interacting protein",HNRPQ_HUMAN,RRM_1 PF00076 164-232 245-312 340-402,HNRPQ_MOUSE,mRNA editing
TADA1,#,Histone chaperone,STAGA,H2A,transcriptional adaptor 1,TADA1_HUMAN,SAGA-Tad1 PF12767 3-195,TADA1_MOUSE,#
TADA2A,#,"Histone modification read, TF","PCAF, ATAC",H3,transcriptional adaptor 2A,TAD2A_HUMAN,"Myb_DNA-binding PF00249 72-118, SWIRM PF04433 362-442",TAD2A_MOUSE,TF activator
TADA2B,#,Histone modification write cofactor,TFTC-HAT,#,transcriptional adaptor 2B,TAD2B_HUMAN,"Myb_DNA-binding PF00249 67-113, ZZ PF00569 6-47",#,Histone acetylation
TADA3,#,Histone modification write cofactor,"PCAF, TFTC-HAT, ATAC, STAGA",#,transcriptional adaptor 3,TADA3_HUMAN,Ada3 PF10198 308-432,TADA3_MOUSE,Histone acetylation
TAF1,"H3ac, H4ac",Histone modification write,"CHD8, MLL2/3, MLL4/WBP7","H3, H4","TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",TAF1_HUMAN,"Bromodomain PF00439 1389-1472 1509-1595, DUF3591 PF12157 565-1028, Pfam-B_10720 PB010720 311-366, TBP-binding PF09247 22-87, zf-CCHC_6 PF15288 1261-1300",TAF1_MOUSE,Histone acetylation
TAF10,#,"Histone chaperone, Histone modification write","PCAF, TFTC-HAT, SAGA, STAGA","H3, H4","TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa",TAF10_HUMAN,TFIID_30kDa PF03540 128-178,TAF10_MOUSE,Histone acetylation
TAF12,#,"Histone chaperone, Histone modification write","PCAF, STAGA",#,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa",TAF12_HUMAN,"Pfam-B_25018 PB025018 1-58, TFIID_20kDa PF03847 59-126",TAF12_MOUSE,Histone acetylation
TAF1L,#,Histone modification read,#,"H1.4ac, H2Aac, H2Bac, H3ac, H4ac","TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like",TAF1L_HUMAN,"Bromodomain PF00439 1408-1491 1528-1614, DUF3591 PF12157 584-1047, Pfam-B_10720 PB010720 330-385, TBP-binding PF09247 21-86, zf-CCHC_6 PF15288 1280-1319",#,#
TAF3,#,Histone modification read,#,H3K4me,"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa",TAF3_HUMAN,"Bromo_TP PF07524 3-79, PHD PF00628 867-915",TAF3_MOUSE,#
TAF4,#,Histone chaperone,"TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7",#,"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa",TAF4_HUMAN,"Pfam-B_41790 PB041790 141-219, Pfam-B_7817 PB007817 411-499, Pfam-B_906 PB000906 1-139, TAF4 PF05236 834-1084, TAFH PF07531 590-688",#,#
TAF5,#,Histone modification write cofactor,TFTC-HAT,#,"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa",TAF5_HUMAN,"Pfam-B_22190 PB022190 61-159, Pfam-B_34937 PB034937 1-59, TFIID_90kDa PF04494 199-338, WD40 PF00400 461-498 533-571 575-613 617-655 659-697 701-739",TAF5_MOUSE,Histone acetylation
TAF5L,#,Histone modification write cofactor,"PCAF, TFTC-HAT, STAGA",#,"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",TAF5L_HUMAN,"TFIID_90kDa PF04494 55-196, WD40 PF00400 259-296 332-370 375-412 416-454 458-496 500-538",TAF5L_MOUSE,Histone acetylation
TAF6,#,Histone chaperone,"TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7",#,"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa",TAF6_HUMAN,"DUF1546 PF07571 308-399, Pfam-B_25920 PB025920 618-675, TAF PF02969 11-76",TAF6_MOUSE,#
TAF6L,#,Histone chaperone,"PCAF, TFTC-HAT, STAGA",#,"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",TAF6L_HUMAN,"DUF1546 PF07571 242-333, Pfam-B_32143 PB032143 200-239, Pfam-B_32396 PB032396 161-199, TAF PF02969 9-73",TAF6L_MOUSE,#
TAF7,#,"Histone modification write cofactor, Histone modification write cofactor","CHD8, MLL2/3, MLL4/WBP7",#,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa",TAF7_HUMAN,TAFII55_N PF04658 12-178,TAF7_MOUSE,"Histone methylation, Histone acetylation"
TAF8,#,Histone chaperone,#,#,"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa",TAF8_HUMAN,"Bromo_TP PF07524 29-106, TAF8_C PF10406 144-194",TAF8_MOUSE,#
TAF9,#,Histone chaperone,"PCAF, STAGA, CHD8, MLL2/3, MLL4/WBP7",#,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa",TAF9_HUMAN,TFIID-31kDa PF02291 2-130,TAF9_MOUSE,#
TAF9B,#,Histone chaperone,TFTC-HAT,#,"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa",TAF9B_HUMAN,TFIID-31kDa PF02291 2-130,TAF9B_MOUSE,#
TDG,"C, 5mC, 5hmC",DNA modification,#,"G:U, G:T, G:hmU",thymine-DNA glycosylase,TDG_HUMAN,UDG PF03167 125-293,TDG_MOUSE,DNA hydroxymethylation
TDRD3,#,Histone modification read,#,"H3R17me2a, H4R3me2a",tudor domain containing 3,TDRD3_HUMAN,"TUDOR PF00567 542-615, UBA PF00627 194-230",TDRD3_MOUSE,#
TDRD7,#,Histone modification read,#,H3K9,tudor domain containing 7,TDRD7_HUMAN,"OST-HTH PF12872 5-73, Pfam-B_27056 PB027056 101-149, TUDOR PF00567 459-581 648-775 908-1026",TDRD7_MOUSE,#
TDRKH,#,RNA modification,#,piRNA,tudor and KH domain containing,TDRKH_HUMAN,"KH_1 PF00013 54-115 126-190, Pfam-B_19308 PB019308 201-301, TUDOR PF00567 302-423",TDRKH_MOUSE,#
TET1,hmC,DNA modification,#,mC,tet methylcytosine dioxygenase 1,TET1_HUMAN,"Pfam-B_12165 PB012165 2056-2134, Pfam-B_35074 PB035074 1-139, Pfam-B_6123 PB006123 782-815, Tet_JBP PF12851 1580-2052, zf-CXXC PF02008 583-624",TET1_MOUSE,DNA hydroxymethylation
TET2,hmC,DNA modification,#,mC,tet methylcytosine dioxygenase 2,TET2_HUMAN,"Pfam-B_32546 PB032546 930-1046, Pfam-B_34477 PB034477 1927-1975, Tet_JBP PF12851 1290-1905",TET2_MOUSE,DNA hydroxymethylation
TET3,hmC,DNA modification,#,mC,tet methylcytosine dioxygenase 3,TET3_HUMAN,"Pfam-B_188 PB000188 1613-1658, Pfam-B_19260 PB019260 1-109, Tet_JBP PF12851 850-1562",TET3_MOUSE,DNA hydroxymethylation
TEX10,#,"Histone modification write cofactor, Histone modification write cofactor","CHD8, MLL2/3, MLL4/WBP7",#,testis expressed 10,TEX10_HUMAN,"Ipi1_N PF12333 130-235, Pfam-B_18291 PB018291 611-869",TEX10_MOUSE,"Histone methylation, Histone acetylation"
TFDP1,#,Histone modification,RING2-L3MBTL2,#,transcription factor Dp-1,TFDP1_HUMAN,"DP PF08781 200-344, E2F_TDP PF02319 111-193",TFDP1_MOUSE,#
TFPT,#,"Chromatin remodeling cofactor, DNA modification",Ino80,#,TCF3 (E2A) fusion partner (in childhood Leukemia),TFPT_HUMAN,"Pfam-B_10240 PB010240 10-162, Pfam-B_26015 PB026015 181-212",TFPT_MOUSE,DNA hydroxymethylation
THRAP3,#,RNA modification,#,mRNA,Thyroid hormone receptor-associated protein 3 (BCLAF1 and THRAP3 family member 2) (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150),TR150_HUMAN,PF15440,TR150_MOUSE,RNA degradation
TLE1,#,"Chromatin remodeling, Histone modification cofactor",#,H3,"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)",TLE1_HUMAN,"TLE_N PF03920 1-136, WD40 PF00400 477-511 523-558 565-602 606-644 689-726 736-767",TLE1_MOUSE,#
TLE2,"H3K4, H3K9, H3K27me",Histone modification cofactor,#,H3,transducin-like enhancer of split 2,TLE2_HUMAN,"TLE_N PF03920 1-132, WD40 PF00400 450-484 538-575 579-617 661-699 709-740",TLE2_MOUSE,#
TLE4,#,"Histone modification erase cofactor, TF",#,"H3ac, H4ac",transducin-like enhancer of split 4,TLE4_HUMAN,"TLE_N PF03920 8-141, WD40 PF00400 480-514 526-561 568-605 609-647 692-729 739-770",TLE4_MOUSE,#
TLK1,H3S10ph,Histone modification write,#,H3S10,tousled-like kinase 1,TLK1_HUMAN,"Pfam-B_2740 PB002740 1-109, Pfam-B_9699 PB009699 111-179, Pkinase PF00069 456-734",TLK1_MOUSE,Histone phosphorylation
TLK2,#,Histone modification write,#,#,tousled-like kinase 2,TLK2_HUMAN,"Pfam-B_24604 PB024604 91-129, Pfam-B_3701 PB003701 1-89, Pkinase PF00069 462-741",TLK2_MOUSE,Histone phosphorylation
TNP1,#,Chromatin remodeling,#,#,transition protein 1 (during histone to protamine replacement),STP1_HUMAN,TP1 PF02079 2-55,STP1_MOUSE,#
TNP2,#,Chromatin remodeling,#,#,transition protein 2 (during histone to protamine replacement),STP2_HUMAN,TP2 PF01254 1-138,STP2_MOUSE,#
TONSL,#,Chromatin remodeling,#,#,"tonsoku-like, DNA repair protein",TONSL_HUMAN,"Ank PF00023 528-560 561-591 597-629, LRR_6 PF13516 1097-1121, Pfam-B_27656 PB027656 642-670, Pfam-B_51992 PB051992 204-263, TPR_11 PF13414 350-422",TONSL_MOUSE,#
TOP2A,#,Chromatin remodeling,#,DNA,topoisomerase (DNA) II alpha 170kDa,TOP2A_HUMAN,"DNA_gyraseB PF00204 266-430, DNA_topoisoIV PF00521 713-1172, DTHCT PF08070 1435-1523, HATPase_c PF02518 77-224, Toprim PF01751 456-572",TOP2A_MOUSE,#
TOP2B,#,Chromatin remodeling,WINAC,#,topoisomerase (DNA) II beta 180kDa,TOP2B_HUMAN,"DNA_gyraseB PF00204 287-450, DNA_topoisoIV PF00521 734-1190, DTHCT PF08070 1508-1611, HATPase_c PF02518 98-245, Toprim PF01751 477-593",TOP2B_MOUSE,#
TP53,#,"Histone modification write cofactor, TF",#,H3,tumor protein p53,P53_HUMAN,"P53 PF00870 95-289, P53_TAD PF08563 5-29, P53_tetramer PF07710 318-359",P53_MOUSE,"Histone acetylation, TF activator, TF repressor"
TP53BP1,#,Histone modification read,#,"H4K79me2, H4K20me2",tumor protein p53 binding protein 1,TP53B_HUMAN,"53-BP1_Tudor PF09038 1483-1604, Pfam-B_14288 PB014288 1213-1356, Pfam-B_21507 PB021507 1-59, Pfam-B_24656 PB024656 1358-1386, Pfam-B_24892 PB024892 970-1000, Pfam-B_44 PB000044 528-565, Pfam-B_689 PB000689 567-698, Pfam-B_9132 PB009132 902-939, Pfam-B_9249 PB009249 1611-1967",TP53B_MOUSE,#
TRA2B,#,RNA modification,#,mRNA,"Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)",TRA2B_HUMAN,PF00076,TRA2B_MOUSE,Alternative splicing
TRIM16,#,Histone modification write,#,#,tripartite motif containing 16,TRI16_HUMAN,"PRY PF13765 375-424, Pfam-B_10855 PB010855 281-339, SPRY PF00622 426-551, zf-B_box PF00643 126-165",TRI16_MOUSE,Histone acetylation
TRIM24,#,Histone modification read,#,"H3K4, H3K23ac",tripartite motif containing 24,TIF1A_HUMAN,"Bromodomain PF00439 908-992, PHD PF00628 828-873, Pfam-B_14213 PB014213 595-656, Pfam-B_4946 PB004946 372-591, zf-B_box PF00643 158-205 218-259",TIF1A_MOUSE,#
TRIM27,#,Histone modification erase cofactor,#,#,tripartite motif containing 27,TRI27_HUMAN,"PRY PF13765 318-366, SPRY PF00622 368-493, zf-B_box PF00643 91-132, zf-C3HC4 PF00097 16-56",TRI27_MOUSE,Histone acetylation
TRIM28,#,Histone modification read,#,H3,tripartite motif containing 28,TIF1B_HUMAN,"PHD PF00628 627-672, zf-B_box PF00643 148-195 204-245, zf-RING_5 PF14634 64-122",TIF1B_MOUSE,#
TRIM33,#,Histone modification read,#,"H3K9me3, H3K18ac",tripartite motif containing 33,TRI33_HUMAN,"Bromodomain PF00439 966-1051, PHD PF00628 889-933, Pfam-B_10963 PB010963 664-696, Pfam-B_11449 PB011449 608-663, Pfam-B_11628 PB011628 535-606, zf-B_box PF00643 212-258 271-312, zf-RING_2 PF13639 123-185",TRI33_MOUSE,#
TRRAP,#,Histone modification write cofactor,"SWR, PCAF, TFTC-HAT, NuA4, SAGA, NuA4-related complex, STAGA",#,transformation/transcription domain-associated protein,TRRAP_HUMAN,"FAT PF02259 2849-3204, PI3_PI4_kinase PF00454 3526-3783, Pfam-B_11387 PB011387 1471-1587, Pfam-B_12811 PB012811 141-238, Pfam-B_15427 PB015427 1-139, Pfam-B_3253 PB003253 1858-1890 1946-2001, Pfam-B_6491 PB006491 1589-1667, Pfam-B_6680 PB006680 2445-2544",TRRAP_MOUSE,Histone acetylation
TRUB2,U,RNA modification,#,mt--mRNA,Mitochondrial mRNA pseudouridine synthase TRUB2 (EC 5.4.99.-),TRUB2-HUMAN,PF01509,TRUB2_MOUSE,RNA pseudouridinilation
TSSK6,#,Histone modification write,#,"H1, H2A, H2AX, H3",testis-specific serine kinase 6,TSSK6_HUMAN,Pkinase PF00069 12-267,TSSK6_MOUSE,Histone phosphorylation
TTK,H2AT120ph,Histone modification write cofactor,#,H2AT120,TTK protein kinase,TTK_HUMAN,"Pfam-B_2743 PB002743 1-291, Pkinase PF00069 525-791",TTK_MOUSE,Histone phosphorylation
TYW5,#,RNA modification,#,#,tRNA-yW synthesizing protein 5,TYW5_HUMAN,Cupin_8 PF13621 16-256,TYW5_MOUSE,#
U2AF2,#,RNA modification,#,mRNA,Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit),U2AF2_HUMAN,PF00076,U2AF2_MOUSE,Alternative splicing
UBE2A,H2BK120ub1,Histone modification write,#,"H2A, H2BK120",ubiquitin-conjugating enzyme E2A,UBE2A_HUMAN,UQ_con PF00179 8-145,UBE2A_MOUSE,Histone ubiquitination
UBE2B,H2BK120ub2,Histone modification write,#,"H2A, H2BK121",ubiquitin-conjugating enzyme E2B,UBE2B_HUMAN,UQ_con PF00179 8-145,UBE2B_MOUSE,Histone ubiquitination
UBE2D1,H2BK48ub,Histone modification write,#,H2BK48,ubiquitin-conjugating enzyme E2D 1,UB2D1_HUMAN,UQ_con PF00179 5-142,UB2D1_MOUSE,Histone ubiquitination
UBE2D3,H2AK119ub,Histone modification write,#,H2AK119,ubiquitin-conjugating enzyme E2D 3,UB2D3_HUMAN,UQ_con PF00179 5-142,UB2D3_MOUSE,Histone ubiquitination
UBE2E1,H2BK120ub,Histone modification write,#,H2BK120,ubiquitin-conjugating enzyme E2E 1,UB2E1_HUMAN,UQ_con PF00179 51-188,UB2E1_MOUSE,Histone ubiquitination
UBE2H,"H2Aub, H2Bub",Histone modification write,#,"H2A, H2B",ubiquitin-conjugating enzyme E2H,UBE2H_HUMAN,UQ_con PF00179 9-145,UBE2H_MOUSE,Histone ubiquitination
UBE2N,H2AXub,Histone modification write,#,H2AX,ubiquitin-conjugating enzyme E2N,UBE2N_HUMAN,UQ_con PF00179 7-144,UBE2N_MOUSE,Histone ubiquitination
UBE2T,#,Histone modification write,#,#,ubiquitin-conjugating enzyme E2T (putative),UBE2T_HUMAN,UQ_con PF00179 6-147,UBE2T_MOUSE,Histone ubiquitination
UBN1,#,Histone modification write cofactor,#,#,ubinuclein 1,UBN1_HUMAN,"HUN PF08729 115-169, UBN_AB PF14075 353-575",UBN1_MOUSE,Histone methylation
UBR2,#,Histone modification write,#,H2A,ubiquitin protein ligase E3 component n-recognin 2,UBR2_HUMAN,"ClpS PF02617 221-302, Pfam-B_10464 PB010464 668-730, Pfam-B_14814 PB014814 1413-1491, Pfam-B_15951 PB015951 1298-1365, Pfam-B_2665 PB002665 1020-1065, zf-UBR PF02207 97-167",UBR2_MOUSE,Histone ubiquitination
UBR5,"H2Aub, H2AXub","Chromatin remodeling, Histone modification write cofactor",#,"H2A, H2AX",ubiquitin protein ligase E3 component n-recognin 5,UBR5_HUMAN,"E3_UbLigase_EDD PF11547 178-230, HECT PF00632 2497-2799, PABP PF00658 2376-2449, Pfam-B_10556 PB010556 1381-1499, Pfam-B_14783 PB014783 601-649, Pfam-B_18259 PB018259 22-174, Pfam-B_5733 PB005733 1011-1149, Pfam-B_664 PB000664 651-1009, Pfam-B_8293 PB008293 1591-1748, Pfam-B_8878 PB008878 1249-1379, zf-UBR PF02207 1177-1248",UBR5_MOUSE,Histone ubiquitination
UBR7,#,DNA modification cofactor,#,#,ubiquitin protein ligase E3 component n-recognin 7 (putative),UBR7_HUMAN,"Pfam-B_38998 PB038998 361-423, zf-UBR PF02207 44-115",UBR7_MOUSE,DNA methylation
UCHL5,#,Histone modification erase cofactor,Ino80,#,ubiquitin carboxyl-terminal hydrolase L5,UCHL5_HUMAN,Peptidase_C12 PF01088 7-211,UCHL5_MOUSE,Histone ubiquitination
UHRF1,H3ub,"Histone modification read, Histone modification write cofactor",#,"H3K9me3, H3R2, H3, mCG",ubiquitin-like with PHD and ring finger domains 1,UHRF1_HUMAN,"DUF3590 PF12148 140-236, PHD PF00628 317-366, SAD_SRA PF02182 415-586, ubiquitin PF00240 6-76",UHRF1_MOUSE,Histone ubiquitination
UHRF2,#,Histone modification read,#,"H3K9me3, mCG","ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase",UHRF2_HUMAN,"DUF3590 PF12148 177-261, PHD PF00628 346-395, SAD_SRA PF02182 444-616, ubiquitin PF00240 6-76",UHRF2_MOUSE,#
UIMC1,#,Histone modification read,BRCA1-A,"H2AK63ub, H2AXK63ub, H2BK63ub",ubiquitin interaction motif containing 1,UIMC1_HUMAN,Pfam-B_20901 PB020901 471-524,UIMC1_MOUSE,#
